timestamp,node,lmp
2026-02-08 08:00:00+00:00,TH_NP15_GEN-APND,-0.05538
2026-02-08 08:00:00+00:00,TH_ZP26_GEN-APND,33.64759
2026-02-08 08:00:00+00:00,TH_SP15_GEN-APND,32.04455
2026-02-08 08:00:00+00:00,TH_ZP26_GEN-APND,32.44632
2026-02-08 08:00:00+00:00,TH_SP15_GEN-APND,0.0
2026-02-08 08:00:00+00:00,TH_SP15_GEN-APND,-1.09018
2026-02-08 08:00:00+00:00,TH_NP15_GEN-APND,0.0
2026-02-08 08:00:00+00:00,TH_NP15_GEN-APND,33.64759
2026-02-08 08:00:00+00:00,TH_SP15_GEN-APND,33.64759
2026-02-08 08:00:00+00:00,TH_ZP26_GEN-APND,-5e-05
2026-02-08 08:00:00+00:00,TH_ZP26_GEN-APND,0.0
2026-02-08 08:00:00+00:00,TH_ZP26_GEN-APND,-1.20122
2026-02-08 08:00:00+00:00,TH_NP15_GEN-APND,-0.6393
2026-02-08 08:00:00+00:00,TH_NP15_GEN-APND,32.95291
2026-02-08 08:00:00+00:00,TH_SP15_GEN-APND,-0.51286
2026-02-08 09:00:00+00:00,TH_SP15_GEN-APND,0.0
2026-02-08 09:00:00+00:00,TH_ZP26_GEN-APND,32.80908
2026-02-08 09:00:00+00:00,TH_SP15_GEN-APND,-0.97115
2026-02-08 09:00:00+00:00,TH_SP15_GEN-APND,-0.49608
2026-02-08 09:00:00+00:00,TH_NP15_GEN-APND,-0.10376
2026-02-08 09:00:00+00:00,TH_SP15_GEN-APND,32.80908
2026-02-08 09:00:00+00:00,TH_SP15_GEN-APND,31.34185
2026-02-08 09:00:00+00:00,TH_NP15_GEN-APND,0.0
2026-02-08 09:00:00+00:00,TH_NP15_GEN-APND,32.80908
2026-02-08 09:00:00+00:00,TH_NP15_GEN-APND,32.05898
2026-02-08 09:00:00+00:00,TH_NP15_GEN-APND,-0.64634
2026-02-08 09:00:00+00:00,TH_ZP26_GEN-APND,-5e-05
2026-02-08 09:00:00+00:00,TH_ZP26_GEN-APND,31.68696
2026-02-08 09:00:00+00:00,TH_ZP26_GEN-APND,-1.12207
2026-02-08 09:00:00+00:00,TH_ZP26_GEN-APND,0.0
2026-02-08 10:00:00+00:00,TH_NP15_GEN-APND,-0.62537
2026-02-08 10:00:00+00:00,TH_ZP26_GEN-APND,0.0
2026-02-08 10:00:00+00:00,TH_NP15_GEN-APND,-0.04621
2026-02-08 10:00:00+00:00,TH_ZP26_GEN-APND,31.17492
2026-02-08 10:00:00+00:00,TH_ZP26_GEN-APND,-5e-05
2026-02-08 10:00:00+00:00,TH_NP15_GEN-APND,0.0
2026-02-08 10:00:00+00:00,TH_SP15_GEN-APND,-0.91549
2026-02-08 10:00:00+00:00,TH_SP15_GEN-APND,-0.50446
2026-02-08 10:00:00+00:00,TH_SP15_GEN-APND,0.0
2026-02-08 10:00:00+00:00,TH_SP15_GEN-APND,30.81557
2026-02-08 10:00:00+00:00,TH_SP15_GEN-APND,32.23552
2026-02-08 10:00:00+00:00,TH_NP15_GEN-APND,31.56394
2026-02-08 10:00:00+00:00,TH_ZP26_GEN-APND,-1.06055
2026-02-08 10:00:00+00:00,TH_NP15_GEN-APND,32.23552
2026-02-08 10:00:00+00:00,TH_ZP26_GEN-APND,32.23552
2026-02-08 11:00:00+00:00,TH_SP15_GEN-APND,0.0
2026-02-08 11:00:00+00:00,TH_NP15_GEN-APND,31.98933
2026-02-08 11:00:00+00:00,TH_NP15_GEN-APND,-0.69097
2026-02-08 11:00:00+00:00,TH_SP15_GEN-APND,-0.77414
2026-02-08 11:00:00+00:00,TH_NP15_GEN-APND,0.0
2026-02-08 11:00:00+00:00,TH_ZP26_GEN-APND,-4e-05
2026-02-08 11:00:00+00:00,TH_ZP26_GEN-APND,30.93363
2026-02-08 11:00:00+00:00,TH_NP15_GEN-APND,31.2525
2026-02-08 11:00:00+00:00,TH_ZP26_GEN-APND,31.98933
2026-02-08 11:00:00+00:00,TH_NP15_GEN-APND,-0.04586
2026-02-08 11:00:00+00:00,TH_SP15_GEN-APND,-0.55742
2026-02-08 11:00:00+00:00,TH_SP15_GEN-APND,30.65776
2026-02-08 11:00:00+00:00,TH_ZP26_GEN-APND,0.0
2026-02-08 11:00:00+00:00,TH_ZP26_GEN-APND,-1.05565
2026-02-08 11:00:00+00:00,TH_SP15_GEN-APND,31.98933
2026-02-08 12:00:00+00:00,TH_NP15_GEN-APND,31.20448
2026-02-08 12:00:00+00:00,TH_ZP26_GEN-APND,0.0
2026-02-08 12:00:00+00:00,TH_ZP26_GEN-APND,30.74337
2026-02-08 12:00:00+00:00,TH_SP15_GEN-APND,-0.51162
2026-02-08 12:00:00+00:00,TH_NP15_GEN-APND,-0.4827
2026-02-08 12:00:00+00:00,TH_ZP26_GEN-APND,-4e-05
2026-02-08 12:00:00+00:00,TH_SP15_GEN-APND,30.30166
2026-02-08 12:00:00+00:00,TH_NP15_GEN-APND,-0.06926
2026-02-08 12:00:00+00:00,TH_NP15_GEN-APND,31.75644
2026-02-08 12:00:00+00:00,TH_SP15_GEN-APND,-0.94317
2026-02-08 12:00:00+00:00,TH_ZP26_GEN-APND,-1.01303
2026-02-08 12:00:00+00:00,TH_ZP26_GEN-APND,31.75644
2026-02-08 12:00:00+00:00,TH_NP15_GEN-APND,0.0
2026-02-08 12:00:00+00:00,TH_SP15_GEN-APND,0.0
2026-02-08 12:00:00+00:00,TH_SP15_GEN-APND,31.75644
2026-02-08 13:00:00+00:00,TH_NP15_GEN-APND,0.0
2026-02-08 13:00:00+00:00,TH_SP15_GEN-APND,0.0
2026-02-08 13:00:00+00:00,TH_SP15_GEN-APND,30.9961
2026-02-08 13:00:00+00:00,TH_SP15_GEN-APND,32.52142
2026-02-08 13:00:00+00:00,TH_SP15_GEN-APND,-0.5074
2026-02-08 13:00:00+00:00,TH_SP15_GEN-APND,-1.01792
2026-02-08 13:00:00+00:00,TH_NP15_GEN-APND,-0.50083
2026-02-08 13:00:00+00:00,TH_ZP26_GEN-APND,31.45792
2026-02-08 13:00:00+00:00,TH_ZP26_GEN-APND,32.52142
2026-02-08 13:00:00+00:00,TH_NP15_GEN-APND,31.96028
2026-02-08 13:00:00+00:00,TH_ZP26_GEN-APND,-1.06345
2026-02-08 13:00:00+00:00,TH_NP15_GEN-APND,-0.06031
2026-02-08 13:00:00+00:00,TH_ZP26_GEN-APND,0.0
2026-02-08 13:00:00+00:00,TH_ZP26_GEN-APND,-5e-05
2026-02-08 13:00:00+00:00,TH_NP15_GEN-APND,32.52142
2026-02-08 14:00:00+00:00,TH_ZP26_GEN-APND,33.75453
2026-02-08 14:00:00+00:00,TH_NP15_GEN-APND,-0.0881
2026-02-08 14:00:00+00:00,TH_NP15_GEN-APND,33.4099
2026-02-08 14:00:00+00:00,TH_NP15_GEN-APND,0.0
2026-02-08 14:00:00+00:00,TH_SP15_GEN-APND,0.0
2026-02-08 14:00:00+00:00,TH_SP15_GEN-APND,33.75453
2026-02-08 14:00:00+00:00,TH_ZP26_GEN-APND,-1.07339
